Term,Translation,Status,ReviewedBuildId,Comment
Statuses/dodge_desc,<style=dodge>환각 X</style> 상태에서는 받는 공격을 X% 확률로 피합니다. 공격을 피하면 환각 수치가 절반으로 줄어듭니다.,draft,,
Statuses/dodge_name,환각,draft,,
Statuses/double_damage_slime_name,더블 대미지,draft,,
Statuses/durable_desc,<style=durable>견고</style>한 페그는 한 번의 발사에서 깨지기 전까지 {[GIFT_POP_NUMBER]}번 <style=activate>활성화</style>할 수 있습니다.,draft,,
Statuses/echo_desc,<style=echo>메아리 X</style>의 효과가 있는 구슬은 이전에 준 대미지의 X%만큼을 추가 대미지로 줍니다.,draft,,
Statuses/exploitaball_desc,<style=exploitaball>악용구 X</style>는 적이 치명타로 받는 대미지를 X*10% 증가시킵니다.,draft,,
Statuses/exploitaball_name,악용구,draft,,
Statuses/finesse_desc,<style=finesse>정밀 X</style>는 모든 구슬의 대미지를 <style=dmg_bonus>+0/+X</style> 증가시킵니다.,draft,,
Statuses/finesse_name,정밀,draft,,
Statuses/heal_slime_name,치유,draft,,
Statuses/hit_desc,"<sprite name=""PEG"">는 구슬과 닿을 경우 <style=hit>명중</style>한 것으로 인정됩니다. 대부분의 상황에서 구슬은 <style=hit>명중</style>한 <sprite name=""PEG"">를 <style=activate>활성화</style>시킵니다.",draft,,
Statuses/lifelink_desc,플레이어가 <style=heal>회복</style>하거나 <style=damage>자해 대미지</style>를 받을 때마다 스핀결속 X 상태인 적은 그 수치의 X배만큼 <style=heal>회복</style>하거나 <style=damage>대미지</style>를 받습니다.,draft,,
Statuses/lifelink_name,스핀결속,draft,,
Statuses/lightning_slime_name,벼락,draft,,
Statuses/morbid_desc,"<style=morbid>모비드</style> 효과가 있으면 구슬이 <sprite name=""PEG_CLEARED"">를 <style=activate>활성화</style>할 수 있습니다.",draft,,
Statuses/multiball_desc,"<style=multiball>멀티볼 X</style>는 <sprite name=""PEG"">을 <style=hit>맞출</style> 때마다 구슬이 2개로 분열되며, 이 동작을 X번 수행합니다.",draft,,
Statuses/overflow_desc,<style=overflow>오버플로우</style>는 초과된 대미지를 다음 적에게 넘깁니다.,draft,,
Statuses/persist_desc,<style=persist>지속 X</style> 효과가 있는 구슬은 다음 구슬을 뽑기 전까지 X번 사용할 수 있습니다. 구슬을 버리면 남은 지속 횟수는 모두 건너뜁니다.,draft,,
Statuses/pierce_desc,"구슬은 <sprite name=""PEG"">를 <style=pierce>관통</style>하여 <style=activate>활성화</style>하지만 <style=hit>명중</style>하지는 않습니다.",draft,,
Statuses/player_blind_desc,"<style=blind>어둠 X</style>는 <sprite name=""PEG"">의 X%를 보이지 않게 만듭니다.",draft,,
Statuses/player_bramble_desc,"<style=bramble>얽힘 X</style>는 <sprite name=""PEG""> 사이에 덩굴 X개를 자라게 합니다. 덩굴은 플레이어에게 대미지를 주고 구슬을 붙잡습니다. <sprite name=""VINE_PEG"">를 <style=activate>활성화</style>해 연결된 덩굴을 파괴하세요.",draft,,
Statuses/player_poison_desc,<style=poison>감염 X</style>는 공격 후 <style=damage>체력 X</style>를 잃게 합니다.,draft,,
Statuses/player_strength_desc,<style=strength>힘 X</style>는 모든 구슬의 대미지를 <style=dmg_bonus>+X/+X</style> 증가시킵니다.,draft,,
Statuses/poison_desc,매 턴마다 <style=poison>감염 X</style>가 있는 적은 <style=damage>체력을 (10*X) 잃습니다</style>.,draft,,
Statuses/poison_name,감염,draft,,
Statuses/poison_slime_name,중독,draft,,
Statuses/pop_desc,"<sprite name=""PEG"">는 <style=durable>견고</style>하지 않으면 <style=activate>활성화</style>될 때 <style=pop>터집니다</style>. <sprite name=""UNPOP_PEG""> <sprite name=""DULL_PEG"">는 터트릴 수 없습니다.",draft,,
Statuses/reflect_desc,"리바운드 X가 있는 적은 투사체 공격으로 받은 대미지의 X%를 되돌려 줍니다. 단, 공격으로 적을 처치하면 반격하지 않습니다. <style=transpherency>투명성</style>은 되돌려주는 대미지 비율을 낮춥니다.",draft,,
Statuses/rigged_bombs_desc,"<sprite name=""RIGGED_BOMB"">을 던지면 모든 적에게 <style=damage>{[CRUC_RIGGED_DMG]} 대미지</style>를 주지만, 자신도 <style=damage>{[CRUC_RIGGED_SELF_DMG]} 자해 대미지</style>를 받습니다.",draft,,
Statuses/shield_desc,<style=shield>보호막</style>은 체력을 보호하는 갑옷입니다. 대미지를 받으면 <style=shield>보호막</style>이 체력보다 먼저 감소합니다.,draft,,
Statuses/shield_name,보호막,draft,,
Statuses/strength_desc,<style=strength>근력 X</style>는 모든 구슬의 대미지를 <style=dmg_bonus>+X/+0</style> 증가시킵니다.,draft,,
Statuses/strength_name,근력,draft,,
Statuses/stunned_desc,<style=stunned>기절</style>한 적은 자신의 턴에도 아무 행동을 할 수 없습니다.,draft,,
Statuses/stunned_name,기절,draft,,
Statuses/transpherency2_desc,"투사체 공격은 <style=transpherency>투명성 X</style>를 가진 적을 관통하며, 원래 대미지의 X*10%를 줍니다.",draft,,
Statuses/transpherency2_name,투명성,draft,,
Statuses/transpherency_desc,투사체 대미지의 X%가 <style=transpherency>투명성 X</style>를 가진 적을 관통합니다.,draft,,
Statuses/transpherency_name,투명성,draft,,
Statuses/upgrade_slime_desc,"대부분의 슬라임은 <sprite name=""PEG"">가 <style=dmg_bonus>업그레이드(+x)</style>되거나, 더욱 효과적으로는 <style=dmg_negative>다운그레이드(-x)</style>될 때 더 강력해집니다.",draft,,
Statuses/yolk_slime_name,노른자,draft,,
