Term,Translation,Status,ReviewedBuildId,Comment
Achievements/NEW_ACHIEVEMENT_16_29_DESC,"
마트료시구로 한 번에 멀티볼 16개를 화면에 띄우세요.",draft,,
Achievements/NEW_ACHIEVEMENT_16_29_NAME,멀티볼러,draft,,
Achievements/NEW_ACHIEVEMENT_16_2_DESC,악의 벽을 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_2_NAME,결국 벽은 벽,draft,,
Achievements/NEW_ACHIEVEMENT_16_30_DESC,가시덤볼 3개를 동시에 레시의 덩굴에 걸리게 하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_30_NAME,곤경,draft,,
Achievements/NEW_ACHIEVEMENT_16_31_DESC,가방에 달걀 2개를 가지고 승리하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_31_NAME,에그스트라바간자,draft,,
Achievements/NEW_ACHIEVEMENT_16_32_DESC,크루시볼 레벨 20을 완료하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_32_NAME,크루시볼 정복자,draft,,
Achievements/NEW_ACHIEVEMENT_16_33_DESC,뱀파이어의 거래를 받아들이고 명계의 주괴를 건너뛴 채로 한 판을 승리하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_33_NAME,피의 굴레,draft,,
Achievements/NEW_ACHIEVEMENT_16_34_DESC,광산 보스를 처치하는 동시에 사망하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_34_NAME,쓰러뜨렸나?,draft,,
Achievements/NEW_ACHIEVEMENT_16_35_DESC,달걀을 페글린 요리사에게 가져다주세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_35_NAME,취급 주의,draft,,
Achievements/NEW_ACHIEVEMENT_16_36_DESC,무지개 슬라임드롭을 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_36_NAME,무지개 끝에서,draft,,
Achievements/NEW_ACHIEVEMENT_16_37_DESC,시작 유물만 보유한 채 한 회차를 클리어하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_37_NAME,하나를 위한 모두,draft,,
Achievements/NEW_ACHIEVEMENT_16_38_DESC,레벨 1 구슬만 보유한 채 한 회차를 클리어하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_38_NAME,모두를 위한 하나,draft,,
Achievements/NEW_ACHIEVEMENT_16_39_DESC,백과사전의 괴물 도감에서 항목 하나를 완전히 채우세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_39_NAME,교수슬,draft,,
Achievements/NEW_ACHIEVEMENT_16_3_DESC,발리스타 민병대를 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_3_NAME,공성전은 이제 그만,draft,,
Achievements/NEW_ACHIEVEMENT_16_40_DESC,처음으로 몬스터 트레이딩 카드를 모으세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_40_NAME,이거 카드 게임임?,draft,,
Achievements/NEW_ACHIEVEMENT_16_41_DESC,슬라임 보스에게 잡아먹힌 뒤 함정 폭탄을 던지세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_41_NAME,속 쓰림,draft,,
Achievements/NEW_ACHIEVEMENT_16_42_DESC,그림을 하나도 파괴하지 않고 상상의 안료를 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_42_NAME,미술 애호가,draft,,
Achievements/NEW_ACHIEVEMENT_16_43_DESC,악의 벽과의 전투 중 칙칙한 페그 3개를 변환하거나 파괴하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_43_NAME,벽이 살아 있다,draft,,
Achievements/NEW_ACHIEVEMENT_16_44_DESC,같은 턴에 비밀구슬 유적 4곳을 모두 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_44_NAME,유적도 깜짝,draft,,
Achievements/NEW_ACHIEVEMENT_16_45_DESC,한 전투에서 인접한 공병들을 폭발시켜 공병 대장에게 대미지 1000을 입히세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_45_NAME,졸개로 대박,draft,,
Achievements/NEW_ACHIEVEMENT_16_46_DESC,페그보드에 코인이 하나도 남지 않은 상태로 테사우로수스를 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_46_NAME,절도 달인,draft,,
Achievements/NEW_ACHIEVEMENT_16_47_DESC,소환된 악마 다람쥐를 블랙홀로 보내세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_47_NAME,썩 돌아가라,draft,,
Achievements/NEW_ACHIEVEMENT_16_48_DESC,페인보우(슬라임)를 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_48_NAME,페인보우 맛보기,draft,,
Achievements/NEW_ACHIEVEMENT_16_49_DESC,라디아의 구슬 주시자를 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_49_NAME,너에게 꽂힌 외눈,draft,,
Achievements/NEW_ACHIEVEMENT_16_4_DESC,아무 보스나 첫 턴에 처치하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_4_NAME,먼저 오는 놈 입에 먼저 넣어드립니다,draft,,
Achievements/NEW_ACHIEVEMENT_16_50_DESC,보호용 수정 페그를 모두 파괴해 구슬 주시자 전투의 첫 단계를 일찍 끝내세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_50_NAME,페이즈 파괴자,draft,,
Achievements/NEW_ACHIEVEMENT_16_51_DESC,구슬 주시자에게 노른자를 묻히세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_51_NAME,얼굴에 노른자 범벅,draft,,
Achievements/NEW_ACHIEVEMENT_16_5_DESC,이벤트 시나리오 중 사망하세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_5_NAME,칼보다 강한 것은...,draft,,
Achievements/NEW_ACHIEVEMENT_16_6_DESC,정확히 1의 대미지를 주세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_6_NAME,아니 그렇게 약하게는 말고,draft,,
Achievements/NEW_ACHIEVEMENT_16_7_DESC,"한 번의 샷으로 9,000 이상의 대미지를 주세요.",draft,,
Achievements/NEW_ACHIEVEMENT_16_7_NAME,압도적인 전투력,draft,,
Achievements/NEW_ACHIEVEMENT_16_8_DESC,딱 적을 처치할 만큼의 대미지를 주세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_8_NAME,수학은 내 사랑,draft,,
Achievements/NEW_ACHIEVEMENT_16_9_DESC,페그보드에 아무것도 남기지 마세요.,draft,,
Achievements/NEW_ACHIEVEMENT_16_9_NAME,봄맞이 대청소,draft,,
